Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of nership,Industry,Sector,Revenue,Competitors
Computer Vision Scientist/Engineer-Perception,$74K-$128K (Glassdoor est.),"Baidu USA, located in Silicon Valley, is looking for world-class engineers to join its IDG team a.k.a Intelligent Driving Group. The IDG team is aiming to develop advanced autonomous driving technologies which will let us transform mobility and improve the lives of billions of people. We are looking for a scientist/engineer with the strong computer vision and machine learning background to build one of the advanced autonomous driving systems in the world. He or she will be pushing the autonomous driving system from prototype towards volume production.

Here's what you will do:
Work with world-class talented group of software engineers and scientists to design and implement cutting edge autonomous driving technologies.
Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection.
Enjoy access to large scale autonomous driving proprietary data, run experiments, learn, iterate, and ship
Here's what we'd like to see in you:
Strong academic or industry background on computer vision including image processing, deep network, SLAM, and detection/tracking
Strong understanding of machine learning: you should be familiar with the process (data collection, training, evaluation, and making iterative improvements) of building effective learning systems.
Strong ability to write to write high quality code in C++.
Experience with at least one main stream deep learning frameworks, including TensorFlow, Caffe(2), MXNet, PyTorch.
Experience with GPU programming languages including CUDA or openCL.
Strong engineering practices, debugging/profiling skills, familiarity with multi-threaded programming.
Experience in autonomous driving is a strong plus.
MS or PhD degree in Computer Science, similar technical field of study or equivalent practical experience.
Culture fit:
Mission alignment: If you want to be part of Baidu IDG to accomplish our audacious mission, we will provide you with the best possible platform to do that.
Self­-directed: We work best with people that are driven, motivated, and aspire to greatness. Are you the sort of person that, if you had time on your hands, will independently find interesting ways to push the envelope?
Hungry to learn: We are eager to see you learn new skills and grow. But learning is hard work and this is something we hope you want to do.
Team orientation: We work in small, fast­-moving teams. We don't believe in lone wolves. We watch out for each other and go after big goals together as a team.",4.2,"Baidu USA
4.2","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2000,Company - Public,Internet,Information Technology,$50 to $100 million (USD),-1
Computer Vision Software Engineer,-1,"We are looking to grow our team with talented computer vision engineers who are passionate about the self-driving car industry, maps, machine learning and big data. If you are an independent problem solver, have a strong drive to excel, and are looking for opportunities to make a big impact, this is the right place for you.

Description:
Design algorithms and methods for 3D object classification algorithms using point cloud and/or image data
Benchmark algorithms based on speed, accuracy and robustness
Implement efficient data structures to enable faster image processing.
Experience with OpenCV, PCL and general point cloud processing a plus
We are seeking candidates for a variety of focus areas for our Computer Vision SWE roles, so experience in one or more of these areas is highly desirable:
Deep Learning and Object Detection: experience using Deep Learning techniques for object detection in images.
SLAM/Localization: experience using images and point clouds for Simultaneous Mapping and Localization and similar problems.
Sensor Fusion and Calibration: experience in computing sensor parameters and relationships to fuse data from multiple sensors.
2D/3D data processing and analysis: experience working with large 2D and 3D data to extract entities and estimate properties.

Desired Experience:
Proven experience in designing algorithms for 3D object classification using point cloud and/or image data
Proven experience in benchmarking algorithms based on speed, accuracy and robustness
Proven experience in implementing efficient data structures to enable faster data processing.
MS degree or higher in Computer Science or related field preferred
Proficient in C++/C is a must. Should also be familiar with Java and Javascript
3+ years of working experience
At DeepMap, we cherish and celebrate every individual's difference. We are proud to be an equal opportunity employer and we are committed to equal employment opportunity regardless of race, color, religion, national origin, sex, sexual orientation, age, marital status, gender identity, veteran status, and disability, or another legally protected status. DeepMap will provide reasonable accommodation to employees who have protected disabilities consistent with local law. We will also consider qualified candidates regardless of criminal histories consistent with legal requirements. If you are unable to submit an application because of incompatible assistive technology or a disability, please let us know and we will make every effort to respond to your request for assistance as soon as possible.",4.8,"DeepMap
4.8","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Computer Vision Engineer,$108K-$165K (Glassdoor est.),"About the Position:


Airbnbs Emerging Technology R&D team explores new technologies to spark innovation within the company, focusing on a 1224 month time horizon. With a focus on computer vision, spatial computing, and augmented reality, we are focused on leveraging new technologies and Airbnbs focus on high-quality imagery to create new internal and external tools and products.

Were looking for a talented Computer Vision Engineer/Researcher to join our growing team. In this role, youll have the opportunity to work on challenging problems, including:
Harnessing our database of 500M+ images to train new models
Developing foundational CV solutions to serve a variety of product teams
Building high quality labeled data sets
Developing solutions for understanding home interiors using 2D and 3D visual data
Implementing cutting edge machine learning techniques in image classification, object detection, semantic segmentation, etc.
Helping to drive the vision for CV at Airbnb
Qualifications:


Advanced degree in a quantitative field
4+ years experience developing machine learning models at scale from inception to business impact
Thorough understanding of modern deep learning methods
Hands-on experience in at least one of the following areas: object detection, semantic segmentation, image similarity, image quality assessment, optimization for mobile, visual question answering, video understanding
Hands-on experience with a mainstream deep learning framework: Tensorflow, Keras, PyTorch, etc.
Strong programming skills in Python
** Bonus points for experience with 3D CV: SLAM, SfM, monocular depth estimation, 3D scene understanding (object detection, semantic segmentation), etc.

Benefits:
Stock
$2000 yearly employee travel coupon
Competitive salaries
Paid time off
Medical, dental, & vision insurance
Life & disability coverage
401K
Flexible Spending Accounts
Apple equipment
Daily breakfast, lunch, and dinner
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status",3.8,"Airbnb
3.8","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2008,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,"Vrbo, Booking.com"
Computer Vision Engineer,-1,"Let’s change the face of agriculture!

Who We Are

At FarmWise, we are building autonomous farming robots to help agriculture become more sustainable. With our current team of 25, we're already deployed our first wave of robots, generating revenue and completing valuable work for farmers.

After the tremendous success of our first deployment on farms in California, we raised a Series A round of funding, led by Calibrate Ventures, to accelerate our engineering development and operations in the US and abroad.

Come work on technology that will change food production forever!

About the Role

As a Computer Vision Engineer at FarmWise, you will design and implement deep-learning algorithms for plant detection, plant localization, and autonomous driving of our autonomous robot.

About the Work

- Drive rapid technical prototyping
- Bridge the gap between prototype and production-ready software that runs on our autonomous farming robot

About You

- Excellent software development skills in Python
- Proficient knowledge of Tensorflow (or PyTorch)
- Experience with cloud computing services like AWS or GoogleCloud
- Good understanding of Git
- Experience with hardware is a plus


Along with working on stimulating engineering challenges, we also offer the following benefits to support our team:

- Competitive salary and equity in the company
- 401k match program
- Health benefits (medical, dental, and vision)
- Pre-tax Commuter Benefits
- Flexible vacation & time-off policy

FarmWise is an equal opportunity employer and expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status.",5.0,"FarmWise
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Camera Software - Imaging and Computer Vision Research Engineer,-1,"Role Number:
200020297
The Computational Imaging team provides the innovative algorithms and image processing solutions for all of Apple’s awe-inspiring devices including iPhone, iPad, and iPod Touch. Combining ground breaking machine learning and computer vision techniques with next-generation hardware, our team takes the mobile photography experience to the next level. If you are passionate about finding and solving new problems in computer vision and image processing, we have the job for you.
Key Qualifications
Proven research and practical experience in developing computer vision, machine
learning and imaging algorithms for image processing, photography, and video quality
A deep understanding of machine learning and computer vision concepts
Possess shown experience identifying new industry problems and providing viable solutions to those problems
You should be proficient written and verbal communication skills
Ability to work in multi-functional teams
Ability to manage numerous projects and prioritize work accordingly
You should have strong coding skills in: C/C++
Experience with iOS or other mobile systems as a plus
Description
The Computational Imaging team is seeking extraordinary, driven, and innovative developers to work on special computer vision, machine learning and image processing solutions. Through crafting advanced imaging algorithms and forward-looking features on our team, you will contribute to existing and future iterations of Apple's products. You will collaborate daily with our team of engineers to build a new and dynamic vision of how we approach new problems. You will contribute directly to solving those problems using creative and unique algorithms.
Education & Experience
MS/PhD in Image Processing, Machine Learning, Computer Vision, Computer Science, or a related field is required
Additional Requirements
One or more of the following would be a plus:
Familiarity with common development and debugging tools for embedded/mobile applications.
Familiarity with camera systems and ISP processing pipeline.",3.9,"Apple
3.9","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Computer Vision Engineer,-1,"At Standard Cognition, we're building the future of retail and changing the way the world shops. We're creating autonomous checkout, a system that lets shoppers grab what they want from a store and be charged automatically. Our goal is to be the standard way people check out across the world.

To do this we deploy large (10-100+) multi-view camera installations into dynamic retail environments. Everything we do starts with our camera feeds: we need accurate 3D reconstruction for tracking, derived geometric features for our deep learning models, coverage maps for our installation team.

Retail environments come with their own challenges: cameras need to be calibrated in a store that never closes, and auto-calibrate if they ever move, all without placing any known objects in the scene. We're looking for engineers excited by such problems, with a strong understanding of multi-view geometry, an inventive eye for developing new techniques for our unique challenges and a desire to efficiently scale computer vision into large installations around the world.

This is a full time role is located onsite at our San Francisco office.

What you'll do here:
Design and implement systems and algorithms for reconstructing dense 3D models of retail environments using multi-view geometry and deep learning.
Build algorithms that provide real-time scene understanding capabilities for other systems like tracking and action recognition.
Implement systems that help us build long-term spatial and temporal understanding of dynamic retail environments.
Who you are:
Expert knowledge of multi-view camera systems, 3D reconstruction, intrinsic and extrinsic calibration methods, SfM, SIFT.
Proficient in Python, OpenCV
Experience with handling multiple cameras is a must
Experience with parallel programming is a plus
Experience with a low-level or typed language a plus (C/C++/Java/C#/Rust)
Only meet some of these requirements? We'd still love to hear from you!

Why you might want to work with us:
We take care of you and your family with health, vision, and dental insurance.
We're serious about food. Free catered lunch every day, and a fully stocked kitchen with occasional snack appearances from our Japanese office. Healthy and not-so-healthy options are available, as are foods for those with dietary restrictions.
We dress casually. If you want, you can wear slippers in the office. You should see the creative collection our team has built.
We live a culture of learning. We want to keep building our skills, experiences, and capabilities.
We offer flexible work schedules. We trust our team to know how they will do their best work.
We're family friendly. We want our teammates to focus on what they need to when they need to.
You're excited to work on a product that will impact almost any consumer, almost anywhere.
We offer very competitive compensation, including equity in Standard, to each one of our employees.
Standard provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity, or gender expression. We are committed to a diverse and inclusive workforce and welcome people from all backgrounds, experiences, perspectives, and abilities.

SDL2017",4.0,"Standard Cognition
4.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2017,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Computer Vision Engineer,-1,"Grabango Home Page: grabango.com

Who We Are:

Grabango is the leading provider of checkout-free shopper technology for existing stores. Founded by Will Glaser (co-founder/former CTO of Pandora Media), the Grabango team has developed the only enterprise class solution for large store chains in the market today. Grabango's system accommodates thousands of store locations, hundreds of thousands of SKUs and millions of square feet across a given retail enterprise.

We're a growing group of kind, curious, self-directed people working towards a common goal. We delight in taking risks and testing hypotheses in a collaborative and supportive environment. Our ability to celebrate both our successes and failures as milestones of growth opens the door to tremendous breakthroughs.

Computer vision and machine learning are at the core of our patent pending technology. Our accomplished team is a potent combination of technology and commerce professionals that are looking to “Eliminate lines and save people time!”

We’re looking for you if...

You understand and enjoy computer vision challenges.
You have made mistakes, learned from them and avoided making them again.
You are able to use your knowledge and experience to solve problems that may not be in your immediate field of expertise.
You work well with a diverse team of high-quality people focused on customer delight.
You can rapidly become familiar with and apply new tools and technologies.

What you'll be doing:

Collaborating across multiple research and engineering disciplines and assessing technology tradeoffs required to deliver optimized software solutions
Analyzing, designing and developing software for embedded and cloud platforms focused on solving complex computer vision and sensing problems

Within the first 3 months
- Get up to speed on our various systems
- Learn about our technology and how we use computer vision
- Review our tools and code to help us move at state-of-the-art speed
- Collaborate on current projects while understanding our development process

Within the first 6 months
- Contributing to, or lead, new projects, tools and frameworks to provide coherent data to our ML team
- Help plan next steps and develop strategies to get there
What you should have:
2+ years experience using some combination of Python, C++, and MATLAB/Octave
2+ years working on CV-related projects
Experience with one or more Deep Learning frameworks such as Tensorflow or PyTorch
Ability to turn reserach papers into implementations, separating the wheat from the chaff
Experience working with video data
Experience with object recognition, segmentation, tracking and action detection
Experience comparing benefits of neural networks and other hierarchical models
Understanding of computational trade-offs needed for real-time CV
Education & Certifications:
A combination of formal education (Masters or PhD in a relevant field) and demonstrated application of Computer Vision


Grabango Values:
Integrity: Do the right thing, particularly when you don’t have to.
Bold Innovation: Think recklessly, but temper your actions with pragmatism.
Execution Matters: Hire the best people, and treasure them.
Don’t Live with Broken: Have the courage to admit mistakes, and the urgency to correct them.
Customer Focus: Delight customers, both internal and external.
Simplify: Enough said.

Grabango is proud to be an equal opportunity employer and is committed to developing a workplace where diversity and inclusion are an essential part of who we are. We strive to hire and support a workforce as diverse as our shopper base, so we can develop products and services that best suit our customers. We do not make employment decisions based on race, color, religion, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status and we comply with all local, state and federal employment laws.

Grabango participates in the E-Verify Program, an internet-based system operated by the Department of Homeland Security and the Social Security Administration. It allows employers to confirm an individual’s employment eligibility to work in the United States.",4.5,"Grabango
4.5","Berkeley, CA","Berkeley, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Computer Vision Scientist,-1,"At Postmates X, we are reimagining how things move in cities. Serve, our personable sidewalk delivery robot, is our vision for the future of delivery. It's designed to take deliveries away from congested streets and onto underutilized alleys and sidewalks, to save energy, reduce emissions, reduce traffic, and make deliveries faster and cheaper. Why move two-pound burritos with two-ton cars?

Serve has been years in the making and has already done thousands of customer deliveries.

WHO ARE WE?

We are tech industry veterans in software, hardware and design who are pooling our individual talents together to build a legacy. Our team is inclusive, agile, and driven by a common purpose. We are solving real-world problems with machine learning, computer vision, and robotics, with a mindful eye towards the end-to-end user experience. By joining our team, you will help create the first robotic helpers entering our cities: moving alongside us and running our errands!

WHAT WILL YOU DO?

You will collaborate with a team of multidisciplinary engineers to tackle hard problems and help advance the future of autonomous robots. More specifically, you will apply computer vision and computational geometry fundamentals to real world problems related to autonomous vehicles' ability to perceive the world around them. As an example, you will work with both 2D and 3D object detection and segmentation using deep learning to facilitate the autonomous robot's operations. The position consists of the full development cycle where you'd design a test setup for emulating the real-world conditions, develop algorithms to perform the required measurements, test it on the field and refine the product by learning and applying new algorithms.

RESPONSIBILITIES:
Development of computer vision algorithms that are efficient and robust.
Working with other software and mechatronics engineers to integrate algorithms into a complete product
Develop algorithms and systems for stereo and 3D imaging, feature extraction, and sensor fusion
Build tools and framework for multiple cameras and sensor calibration
Evaluate new camera models for both 2D and 3D
Apply machine learning to computer vision problems for segmentation and object detection
QUALIFICATIONS
MS or PhD degree with 5 years experience in the computer vision field.
Proficient programming skills in C++ or Python
Strong knowledge in multiple geometries in computer vision
Experience in stereo vision algorithms and 3D sensor data (time of flight, structured light, lidars)
Experience with OpenCV or PCL
Experience with machine learning algorithms related to segmentation, classification, detection and tracking
BONUS
Experience with human pose estimation
Experience with deep learning algorithms: CNN, RNN, GAN and other Generative Models
Experience with a Deep Learning framework: TensorFlow or PyTorch
BENEFITS
Competitive salary and generous stock option plan
Medical, dental and vision insurance
We'll provide equipment you need to work efficiently and creatively
Paid parental leave, vacation time and sick time
Catered lunches and open snack bar
Impact-first work environment (no politics, no pandering)
Huge company vision (we need you to build the future, not just maintain the status quo)
Full support to contribute to open source projects
Awesome office located in Financial District just minutes from BART, Muni, AC Transit, and SamTrans",3.1,"Postmates
3.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,"DoorDash, Uber, Grubhub"
Computer Vision Engineer,-1,"About us: OpenSpace is a young company started by three veteran tech founders and engineers. Jeevan Kalanithi, the CEO, sold his first company, Sifteo, to 3D Robotics, where he became the President. 3DR, a 200+ person company, launched a drone which made $45M in its first year. Philip DeCamp, the CTO, was most recently a machine vision Research Scientist at MIT, where he completed his PhD (and Masters, and BS). Michael Fleischman, Chief Science Officer, started a company, Bluefin Labs, which specialized in analysis of massive amounts of video; Bluefin became one of Twitter's largest acquisitions. Michael’s PhD is also in machine vision from MIT.

All three are MIT grad school buddies and are psyched to build a new company together.

The Role
We expect you to have a wide variety of software skills with a proven focus in computer vision. You will be building systems that work in real world environments. You are the kind of person that is stoked to build whatever it takes to deliver delightful, robust and (dare I say it) magical systems for end users.

This position will be based out of San Francisco.

Job Responsibilities

Design and architect complex, multi-component computer vision based intelligent systems
Create work plans and estimate work required to build such systems
Prototype such systems and run detailed tests to evaluate performance on real world data
Work with platform engineers to develop production level implementations
Ship real products that people in the real world actually use!

Requirements
At least three years experience building and testing computer vision systems
Experience with SLAM and/or Neural Networks/Deep Learning
Experience developing and shipping software to end users; we want to see more than research work
Effective working with both local and remote teams, solid communication skills
BS in computer science or equivalent experience. You probably have an MS or PhD.

Why you should work with us
We'll trust you to do things right
You'll feel satisfied that you're creating something that people love
We are working on something awesome! Join us!",-1.0,OpenSpace,"San Francisco, CA","Boulder, CO",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Computer Vision Research Scientist,$124K-$174K (Glassdoor est.),"Baidu Research General AI team (GAIT) is looking for an outstanding research scientist/sr. research scientist with strong background in computer vision, machine learning, deep learning. Our mission is to research and develop next generation artificial intelligence (AI) technologies for image and video understanding as well as related products in cloud, intelligent cameras and robots. As a research scientist at Baidu, you will be uniquely positioned in our team to work on different industry problems and to push forward frontiers of AI technologies. Publications in premier conferences or journals are also highly encouraged.

Qualifications:
PhD (or master with at least 5 years' working experience) in Computer Science, EE, Applied Mathematics, or related fields.
Strong publication record in premier AI-related venues such as CVPR, ICCV, ECCV, NIPS, PAMI, TIP or other related major conferences or journals.
Strong analytical and problem-solving skills.
Team player with good communication skills.
Strong coding skill with Python, CUDA, C/C++ and so on.
Preferred knowledge/skills:
Experience in neural architecture search
Experience in neural model compression
Experience in human pose understanding and so on",4.2,"Baidu USA
4.2","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2000,Company - Public,Internet,Information Technology,$50 to $100 million (USD),-1
"Applied Research Scientist, Computer Vision",$138K-$194K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.We are seeking world-class computer vision experts to join our teams in developing next generation products and platforms doing research and engineering at scale. We're applying cutting-edge computer vision algorithms to a wide range of media understanding challenges at Facebook.

Responsibilities:
Develop novel and accurate computer vision algorithms and systems, leveraging deep learning and machine learning on big data resources.
Analyze and improve efficiency, scalability, and stability of various deployed systems.
Collaborate with team members from the level of prototyping to the level of production.
Mininum Qualifications:
5+ years of experience in building, leading and specializing in large-scale commercial computer vision projects from the level of researching a prototype to the level of production.
C/C++ rapid programming on Linux OS.
Experienced with training deep neural networks, prototyping in scripting languages like MATLAB, python, math performance libs (e.g. IPP, MKL), CPU optimization methods (e.g. assembly SIMD instructions)
PhD/MS with relevant experience in Computer Science with published projects in the fields of machine learning, deep learning and/or computer vision.
Preferred Qualifications:
Experience with developing on mobile/embedded platforms, e.g. Android NDK, armv7 NEON",4.4,"Facebook
4.4","Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple"
Computer Vision Researcher/Engineer,-1,"We are seeking experienced computer vision researchers and engineers to join our team to deliver products that lie at the intersection of Robotics, AI and Vision. The members of our Robotics/AI group will track the latest research in the problem space, and incorporate promising approaches into our product line. Since the products have exacting performance requirements, we are obsessed with tracking and improving quality at all levels - architecture, implementation and workflow.

About Us

HDS offers consumers a single online store to shop for fresh foods and general merchandise from the world's leading retail brands. In HDS fulfillment centers, multi-retailer orders are assembled as one lot, packaged in reusable totes and delivered via HDS vans to customers' homes at their convenience.

Our centers integrate intelligent vision, mobile robots and articulated robots in a way that dramatically advances supply chain capabilities while significantly reducing labor and fulfillment costs.

HDS is led by a top-tier team with an impressive track record and backed by prominent investors (see HDSGlobal.com) and industry leaders (see our recent partnerships with Ingram Micro and Toyota).

Responsibilities

The computer vision engineer/researcher will be responsible for all of our camera systems software, for cameras both on-robot and fixed. The responsibilities include:
Own, develop and maintain the depth camera software stack and the drivers, including features like auto-calibration, automatic aperture control, Image rectification, self diagnostics, and camera resolution maximization
Own the depth camera feature roadmap
Continuously enhance and improve features on our roadmap like pose estimation, tracking, semantic segmentation, feature extraction, etc.
Work with the hardware team to specify lighting and mounting requirements for cameras
What we're looking for
A strong commitment to writing robust, high-quality code using C/C++ and Python.
Excellent familiarity with OpenCV and libraries such as numpy, scipy.
Excellent communication skills.
Deep understanding of camera models, calibration methods, undistortion, rectification methods.
Experience implementing algorithms in one or more of the following areas:
Pose estimation
Object tracking
Segmentation
Very productive developing in a linux environment
Nice to have: Familiarity with a deep learning framework like Tensorflow, PyTorch or Chainer. Experience with computational photography and lightfields.
Demonstrated foundational knowledge in computer science and computer vision (e.g. a BS/MS with 5+ years experience in this space or relevant industry experience and publications).
Why work here? The big stuff
Rocket ship: Get one of the early seats on a rocket ship and receive special stock grants.
Autonomy, mastery, purpose: We provide a clear mission so that you can self-direct your work, provide exceptional challenges to hone your skills, and provide an opportunity to transform the supply chain function into a huge competitive advantage.
Well-funded: HDS is well funded and can offer above market compensation, depending on desire for equity.
And the usual stuff is carefully planned too
Top tier perks: 100% paid for benefits, including medical, dental and vision, plus a host of other benefits.
Empowered: We will provide you the most advanced equipment and administrative services to support your productivity and remove hassles for you.
Let's start a conversation

If you are interested in hearing more, simply submit your information below, or email Norm at norm@hdsglobal.com with any questions. There's no ""resume black hole"" here — we respond to every inquiry, as quickly and thoughtfully as humanly possible.",5.0,"HDS
5.0","San Francisco, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Food & Beverage Stores,Retail,Unknown / Non-Applicable,-1
"Software Engineer, Computer Vision",$113K-$186K (Glassdoor est.),"Niantic's Engineering Team is seeking a Software Engineer to make the next stage of augmented reality experiences for large-scale mobile gaming a reality. Niantic Engineering leads the advancement of AR and other immersive technologies while building engaging apps for a user base in the billions.

Responsibilities
You will productionize computer vision research for use in Niantic's consumer client-server games and applications.
You will discover ways to harden and robustify computer vision algorithms at intersection of research and engineering.
You will build computer vision products into Niantic's augmented reality platform from the bleeding edge of research innovations.
Qualifications
You have a MS or PhD in computer science or a related field, with focus on computer vision, robotics or deep learning.
You have practical experience developing algorithms and systems that bring to bear computer vision for augmented/mixed reality.
You have SLAM experience.
You have extensive experience in C++ and OpenCV or other computer vision libraries.
You have experience with any type of parallel programming (GPU/VPU, multi-core or distributed systems).
Plus If
You have working knowledge of computer vision geometry for 3D pose estimation and tracking.
You have experience building production computer vision or deep learning systems.
You have experience with a deep learning framework (Tensorflow, Caffe, PyTorch).
You have publications in a top tier conference such as CVPR, ICCV, ECCV, NIPS, ICLR, ICML.
Join the Niantic team!


Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity and Affirmative Action employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, London, Tokyo, Hamburg, and Zurich.",4.6,"Niantic
4.6","Sunnyvale, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
Computer Vision Software Engineer,-1,"About Turing Video

Turing Video, a well funded A.I. startup co-founded by by several PhDs from USC and UCLA, is pioneering the robotics industry with leading artificial intelligence and navigation systems for security robots being used worldwide.

Located in the heart of Silicon Valley, Turing Video develops state-of-the-art deep learning, edge computing and self-patrolling technology, to enable robots to assess situations and collaborate with human beings and security systems in real-time, keeping facilities and inventory secure.



Job Summary
We are looking for a talented computer vision software engineer who has a master or PhD degree in computer vision areas to join our agile team who is building computer vision based intelligent surveillance products on various of platforms. Candidates should be familiar with the computer vision science including object detection, scene analysis and have solid background in programming and software development. The job will mainly focus on the researching, designing and developing the software system for our surveillance system.

What you’ll do:

The main job responsibilities include
To maintain the existing software and systems.
To implement computer vision algorithms and necessary tools for data manipulation.
To design and develop infrastructure tools for image and video processing.
To improve the performance of the service products and help to deliver useful products to the end customer.
To identify the weakness of the software system and deal with the practical user scenarios.

What you bring to the table:

Solid software development experience of 3+ years.
Strong knowledge and practice in Computer Vision, Machine Learning and Deep Learning.
Profession in Python, C/C++, Java and shell scripts.
Strong knowledge of frequently used computer vision frameworks.
Strong knowledge of data handling and processing of images and videos.
Knowledge of deep learning frameworks and techniques is preferred.
Knowledge of media streaming techniques is prefered.
Familiar with Linux system and shell commands.
Great team work ability, independent and self-motivated.



Why to work with us:

Work and challenge yourself in a fast growing startup with cutting edge technology to reshape security industry.
You will definitely learn a lot and improve your various skills with our talented agile team.
Decent salary and benefits as well as company shares depending on your talent and experience.
Don’t depend on an Apple a Day. Fully paid health plan option, and 100% premium coverage of vision and dental insurance for you and your dependents.




Benefits

Salary (comparable rate in bay area, based on experience and knowledge)
A generous supply of unlimited office snacks, drinks and coffee
A team of great people in a family-like atmosphere
A H1B sponsored full time offer
Top tier office equipment with Uplift desk and Ergonomic Chairs
Work with great Bay view and Mountain view

Please send your resume to huge@turingvideo.com with Computer Vision Software Engineer in the subject line and we'll talk about how your career is about to get better.

Turing Video is an equal opportunity employer (EOE). We strongly support diversity in the workforce.

Job Location:San Mateo, CA | Job type:Fulltime, Internship
Start Date:Immediate |",5.0,"Turing Video
5.0","San Mateo, CA","San Mateo, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
